Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Protein Groups
FALSE	High	Master Protein	TALONT002731448.p1	TALONT002731448.p1	0	38.448	22	8	20	8	476	50.3	7.37	18.54	8	1
FALSE	High	Master Protein	TALONT002363199.p1	TALONT002363199.p1	0	38.411	16	12	17	12	810	91.2	5.22	11.48	12	1
FALSE	High	Master Protein	ENST00000278823.p1	ENST00000278823.p1	0	38.335	20	11	19	9	668	75	9.66	20.33	11	1
FALSE	High	Master Protein	ENST00000323544.p1	ENST00000323544.p1	0	38.332	23	11	16	11	490	53.3	5.43	16.55	11	1
FALSE	High	Master Protein	ENST00000233710.p1	ENST00000233710.p1	0	38.31	20	9	20	9	430	47.6	7.8	7.99	9	1
FALSE	High	Master Protein	ENST00000400968.p1	ENST00000400968.p1	0	38.308	21	10	20	10	538	60.6	8.03	23	10	1
FALSE	High	Master Protein	ENST00000372759.p1	ENST00000372759.p1	0	38.252	17	8	23	8	475	54.8	7.49	11.92	8	1
FALSE	High	Master Protein	ENST00000334956.p1	ENST00000334956.p1	0	38.243	27	10	22	9	372	42.2	5.95	27.13	10	1
FALSE	High	Master Protein	ENST00000358406.p1	ENST00000358406.p1	0	38.145	31	5	19	5	226	25.5	8.41	41.79	5	1
FALSE	High	Master Protein	ENST00000246548.p1	ENST00000246548.p1	0	38.099	15	11	20	11	657	72.7	5.38	21.57	11	1
FALSE	High	Master Protein	ENST00000347519.p1	ENST00000347519.p1	0	38.099	37	8	15	8	265	29.8	5.14	17.31	8	1
FALSE	High	Master Protein	ENST00000404338.p1	ENST00000404338.p1	0	38.098	9	13	14	13	1499	170.4	6.64	6.42	13	1
FALSE	High	Master Protein	ENST00000350060.p1	ENST00000350060.p1	0	38.095	7	8	14	8	946	105	6.34	10.85	8	1
FALSE	High	Master Protein	ENST00000607197.p1	ENST00000607197.p1	0	38.074	23	8	24	8	296	32.2	6.39	38.29	8	1
FALSE	High	Master Protein	ENST00000506259.p1	ENST00000506259.p1	0	38.06	34	8	17	8	285	30.6	7.91	29.97	8	1
FALSE	High	Master Protein	TALONT002610986.p2	TALONT002610986.p2	0	38.048	25	5	19	2	140	16	9.33	41.73	5	1
FALSE	High	Master Protein	ENST00000356064.p1	ENST00000356064.p1	0	38.018	24	7	13	1	424	47.6	9.16	17.08	7	1
FALSE	High	Master Protein	TALONT001003308.p1	TALONT001003308.p1	0	37.976	23	4	16	4	245	26.6	4.68	34.72	4	1
FALSE	High	Master Protein	ENST00000394936.p1	ENST00000394936.p1	0	37.951	19	10	24	10	524	58.1	5.17	16.48	10	1
FALSE	High	Master Protein	ENST00000472339.p1	ENST00000472339.p1	0	37.94	19	9	16	1	570	64	6.39	19.87	9	1
FALSE	High	Master Protein	ENST00000634349.p1	ENST00000634349.p1	0	37.922	18	11	14	11	707	80.6	6.79	7.3	11	1
FALSE	High	Master Protein	ENST00000525680.p1	ENST00000525680.p1	0	37.882	13	4	7	4	265	28.8	9.66	26	4	1
FALSE	High	Master Protein	ENST00000284719.p1	ENST00000284719.p1	0	37.834	25	9	25	9	396	44.7	7.81	16.8	9	1
FALSE	High	Master Protein	ENST00000602142.p1	ENST00000602142.p1	0	37.834	14	12	16	11	845	98.3	6.62	6.32	12	1
FALSE	High	Master Protein	ENST00000409988.p1	ENST00000409988.p1	0	37.767	23	11	14	11	558	61.7	9.64	17.86	11	1
FALSE	High	Master Protein	TALONT001326137.p1	TALONT001326137.p1	0	37.747	21	8	11	8	403	45.6	5.52	18.67	8	1
FALSE	High	Master Protein	ENST00000380737.p1	ENST00000380737.p1	0	37.744	23	9	17	8	447	51.7	6.2	21.54	9	1
FALSE	High	Master Protein	ENST00000323571.p1	ENST00000323571.p1	0	37.727	31	10	19	10	440	46.3	10.93	10.27	10	1
FALSE	High	Master Protein	ENST00000360299.p1	ENST00000360299.p1	0	37.675	35	7	37	4	266	28.9	8	34.09	7	1
FALSE	High	Master Protein	TALONT000769251.p1	TALONT000769251.p1	0	37.673	23	7	14	7	335	39	6.1	16.94	7	1
FALSE	High	Master Protein	ENST00000419617.p1	ENST00000419617.p1	0	37.643	16	8	15	4	491	56.3	5.24	18.31	8	1
FALSE	High	Master Protein	ENST00000273075.p1	ENST00000273075.p1	0	37.577	16	8	12	8	485	53.4	7.58	14.19	8	1
FALSE	High	Master Protein	ENST00000265433.p1	ENST00000265433.p1	0	37.437	20	13	16	13	754	84.9	6.9	5.28	13	1
FALSE	High	Master Protein	ENST00000647841.p1	ENST00000647841.p1	0	37.432	35	7	15	7	135	15.5	9.85	27.79	7	1
FALSE	High	Master Protein	ENST00000305877.p1	ENST00000305877.p1	0	37.43	10	11	17	11	1271	142.7	7.03	14.62	11	1
FALSE	High	Master Protein	TALONT003827468.p1	TALONT003827468.p1	0	37.429	13	8	21	8	534	59.3	7.2	14.34	8	1
FALSE	High	Master Protein	TALONT002411760.p2	TALONT002411760.p2	0	37.419	27	7	16	7	363	38.9	5.07	17.59	7	1
FALSE	High	Master Protein	TALONT002577626.p1	TALONT002577626.p1	0	37.419	34	8	21	8	228	25.5	9.33	27.41	8	1
FALSE	High	Master Protein	TALONT001434882.p1	TALONT001434882.p1	0	37.378	25	10	19	10	400	45.6	8.69	13.7	10	1
FALSE	High	Master Protein	ENST00000589037.p1	ENST00000589037.p1	0	37.286	46	7	24	6	136	15.8	10.56	34.01	7	1
FALSE	High	Master Protein	TALONT002144563.p1	TALONT002144563.p1	0	37.281	19	7	24	7	205	24.4	11.5	35.57	7	1
FALSE	High	Master Protein	ENST00000233057.p1	ENST00000233057.p1	0	37.28	12	8	21	8	551	62.1	8.4	17.91	8	1
FALSE	High	Master Protein	ENST00000357559.p1	ENST00000357559.p1	0	37.267	16	9	17	1	626	70.2	6.15	17.66	9	1
FALSE	High	Master Protein	ENST00000358647.p1	ENST00000358647.p1	0	37.256	31	9	14	9	307	34.8	7.68	25.03	9	1
FALSE	High	Master Protein	TALONT002348138.p1	TALONT002348138.p1	0	37.183	23	7	39	4	316	34.2	9.03	45.38	7	1
FALSE	High	Master Protein	TALONT001186792.p1	TALONT001186792.p1	0	37.179	25	5	16	5	228	26.3	4.75	24.51	5	1
FALSE	High	Master Protein	ENST00000372330.p1	ENST00000372330.p1	0	37.164	20	12	19	12	648	71.6	5.95	14.81	12	1
FALSE	High	Master Protein	ENST00000591785.p1	ENST00000591785.p1	0	37.145	34	6	17	6	180	21.1	8.82	17.94	6	1
FALSE	High	Master Protein	ENST00000368086.p1	ENST00000368086.p1	0	37.122	20	10	15	10	613	65	8	18.85	10	1
FALSE	High	Master Protein	ENST00000335793.p1	ENST00000335793.p1	0	37.084	39	10	17	10	356	38	5.19	9.84	10	1
FALSE	High	Master Protein	ENST00000378466.p1	ENST00000378466.p1	0	37.074	14	9	15	9	776	86.3	6.34	8.97	9	1
FALSE	High	Master Protein	ENST00000344548.p1	ENST00000344548.p1	0	37.073	38	7	33	6	191	21.2	6.55	56.29	7	1
FALSE	High	Master Protein	ENST00000373019.p1	ENST00000373019.p1	0	36.948	15	7	22	7	501	58.8	5.38	14.98	7	1
FALSE	High	Master Protein	ENST00000321030.p1	ENST00000321030.p1	0	36.94	19	9	23	9	499	55.4	5.78	21.59	9	1
FALSE	High	Master Protein	ENST00000266544.p1	ENST00000266544.p1	0	36.923	19	7	12	7	381	43	9.77	19.67	7	1
FALSE	High	Master Protein	ENST00000389032.p1	ENST00000389032.p1	0	36.921	20	11	17	8	483	56.1	7.85	17.53	11	1
FALSE	High	Master Protein	ENST00000392708.p1	ENST00000392708.p1	0	36.905	13	9	18	9	705	80.5	8.07	25.96	9	1
FALSE	High	Master Protein	TALONT003972962.p1	TALONT003972962.p1	0	36.875	22	8	24	7	335	38	9.16	24.03	8	1
FALSE	High	Master Protein	ENST00000229179.p1	ENST00000229179.p1	0	36.823	9	7	15	7	925	106.3	5.43	7.25	7	1
FALSE	High	Master Protein	ENST00000608083.p1	ENST00000608083.p1	0	36.766	31	8	19	8	338	37.4	7.25	21.2	8	1
FALSE	High	Master Protein	ENST00000368719.p2	ENST00000368719.p2	0	36.762	26	6	51	6	111	12.3	6.3	60.63	6	1
FALSE	High	Master Protein	ENST00000532820.p1	ENST00000532820.p1	0	36.758	11	9	21	9	779	85.9	5.81	38.11	9	1
FALSE	High	Master Protein	ENST00000645214.p1	ENST00000645214.p1	0	36.755	19	7	15	7	332	36.2	7.12	19.1	7	1
FALSE	High	Master Protein	ENST00000290291.p1	ENST00000290291.p1	0	36.739	25	10	17	10	677	73.3	4.84	8.16	10	1
FALSE	High	Master Protein	ENST00000586534.p1	ENST00000586534.p1	0	36.727	15	8	24	7	363	39.6	4.58	22.2	8	1
FALSE	High	Master Protein	ENST00000261776.p1	ENST00000261776.p1	0	36.686	11	8	14	8	782	87.9	6.13	18.24	8	1
FALSE	High	Master Protein	TALONT001602990.p1	TALONT001602990.p1	0	36.673	12	8	16	8	700	80.8	6.14	21.65	8	1
FALSE	High	Master Protein	TALONT002873921.p1	TALONT002873921.p1	0	36.654	15	6	17	6	451	49.8	4.5	23.7	6	1
FALSE	High	Master Protein	ENST00000290921.p1	ENST00000290921.p1	0	36.635	24	10	16	8	440	47.5	6.77	25.82	10	1
FALSE	High	Master Protein	ENST00000369002.p1	ENST00000369002.p1	0	36.634	17	12	19	12	760	87.9	5.31	10.73	12	1
FALSE	High	Master Protein	ENST00000308595.p1	ENST00000308595.p1	0	36.63	17	11	15	11	689	79.5	7.28	6.31	11	1
FALSE	High	Master Protein	ENST00000253719.p1	ENST00000253719.p1	0	36.612	18	7	37	7	426	46	6.8	50.9	7	1
FALSE	High	Master Protein	ENST00000377890.p1	ENST00000377890.p1	0	36.604	21	11	18	11	630	68	5.01	19.35	11	1
FALSE	High	Master Protein	ENST00000435532.p1	ENST00000435532.p1	0	36.593	13	11	15	9	963	110.9	6.4	9.36	11	1
FALSE	High	Master Protein	ENST00000354250.p1	ENST00000354250.p1	0	36.584	21	9	17	8	473	51	9.17	18.46	9	1
FALSE	High	Master Protein	ENST00000331200.p1	ENST00000331200.p1	0	36.564	32	7	17	7	281	29.6	9.57	19.89	7	1
FALSE	High	Master Protein	ENST00000316637.p1	ENST00000316637.p1	0	36.558	17	10	12	10	631	73.9	6.05	13.88	10	1
FALSE	High	Master Protein	ENST00000550746.p1	ENST00000550746.p1	0	36.552	13	9	15	9	691	79.4	5.67	16.12	9	1
FALSE	High	Master Protein	TALONT001982774.p1	TALONT001982774.p1	0	36.533	31	6	40	6	170	19.4	10.15	66.04	6	1
FALSE	High	Master Protein	ENST00000268668.p2	ENST00000268668.p2	0	36.516	43	9	25	9	172	20.8	8.48	27.1	9	1
FALSE	High	Master Protein	ENST00000533244.p1	ENST00000533244.p1	0	36.496	24	8	25	8	299	31.6	6.37	36.65	8	1
FALSE	High	Master Protein	TALONT000377943.p1	TALONT000377943.p1	0	36.496	33	8	27	8	270	30.7	8.66	23.24	8	1
FALSE	High	Master Protein	ENST00000381946.p1	ENST00000381946.p1	0	36.464	5	6	50	1	1039	115.4	6.55	57.46	6	1
FALSE	High	Master Protein	TALONT000337812.p1	TALONT000337812.p1	0	36.419	35	10	23	10	194	22.1	10.1	29.61	10	1
FALSE	High	Master Protein	ENST00000358502.p1	ENST00000358502.p1	0	36.4	18	6	27	6	410	45	8.16	36.56	6	1
FALSE	High	Master Protein	ENST00000409919.p1	ENST00000409919.p1	0	36.399	21	8	15	8	428	46	8.72	6.81	8	1
FALSE	High	Master Protein	ENST00000272748.p1	ENST00000272748.p1	0	36.339	26	10	24	10	428	47.7	5.11	15.66	10	1
FALSE	High	Master Protein	ENST00000290216.p1	ENST00000290216.p1	0	36.335	18	7	16	7	447	48.8	5.69	12.08	7	1
FALSE	High	Master Protein	ENST00000322067.p1	ENST00000322067.p1	0	36.324	24	8	15	8	345	37.7	5.9	16.39	8	1
FALSE	High	Master Protein	ENST00000280346.p1	ENST00000280346.p1	0	36.29	13	10	31	10	647	69	7.84	29.72	10	1
FALSE	High	Master Protein	ENST00000234038.p1	ENST00000234038.p1	0	36.28	19	8	35	8	360	41.5	4.91	41.58	8	1
FALSE	High	Master Protein	ENST00000371244.p1	ENST00000371244.p1	0	36.277	11	5	14	2	552	62.3	7.75	14.85	5	1
FALSE	High	Master Protein	ENST00000381431.p1	ENST00000381431.p1	0	36.207	23	6	15	6	318	34.8	8.62	13.81	6	1
FALSE	High	Master Protein	ENST00000392221.p1	ENST00000392221.p1	0	36.18	27	6	23	5	277	30.4	5.03	38.52	6	1
FALSE	High	Master Protein	ENST00000343267.p1	ENST00000343267.p1	0	36.158	21	6	17	6	189	21.3	5.15	26.42	6	1
FALSE	High	Master Protein	ENST00000356245.p1	ENST00000356245.p1	0	36.155	16	7	26	7	466	52.1	5.52	17.91	7	1
FALSE	High	Master Protein	ENST00000261712.p1	ENST00000261712.p1	0	36.132	29	11	20	11	426	47.8	6.48	19.96	11	1
FALSE	High	Master Protein	ENST00000268150.p1	ENST00000268150.p1	0	36.098	27	10	19	10	387	43.1	8.15	14.06	10	1
FALSE	High	Master Protein	ENST00000301587.p1	ENST00000301587.p1	0	36.07	38	9	22	9	179	20.3	5.35	30.03	9	1
FALSE	High	Master Protein	ENST00000506237.p1	ENST00000506237.p1	0	36.036	18	6	66	6	222	25.6	9.96	62.64	6	1
FALSE	High	Master Protein	ENST00000290913.p1	ENST00000290913.p1	0	36.026	30	6	11	6	235	26.4	8.85	16.86	6	1
FALSE	High	Master Protein	ENST00000370631.p1	ENST00000370631.p1	0	36.013	22	11	15	11	479	54	8.29	13.76	11	1
FALSE	High	Master Protein	ENST00000298492.p1	ENST00000298492.p1	0	35.991	20	8	16	8	418	47.2	6.21	10.84	8	1
FALSE	High	Master Protein	TALONT000519215.p1	TALONT000519215.p1	0	35.979	26	8	23	8	420	45.3	6.95	28.73	8	1
FALSE	High	Master Protein	ENST00000377921.p1	ENST00000377921.p1	0	35.97	18	9	23	9	377	41.6	8.31	25.78	9	1
FALSE	High	Master Protein	ENST00000536226.p1	ENST00000536226.p1	0	35.958	16	10	14	10	687	83.1	6.76	11.68	10	1
FALSE	High	Master Protein	ENST00000549578.p1	ENST00000549578.p1	0	35.942	39	8	27	8	182	20.5	6.79	30.12	8	1
FALSE	High	Master Protein	ENST00000369550.p1	ENST00000369550.p1	0	35.932	21	10	18	10	514	57.6	9.42	17.86	10	1
FALSE	High	Master Protein	ENST00000391752.p1	ENST00000391752.p1	0	35.88	33	10	29	10	232	26.6	10.64	31	10	1
FALSE	High	Master Protein	ENST00000299957.p1	ENST00000299957.p1	0	35.877	25	9	14	9	436	49.5	5.29	13.04	9	1
FALSE	High	Master Protein	ENST00000215730.p1	ENST00000215730.p1	0	35.876	37	7	18	7	258	29	5.81	22.54	7	1
FALSE	High	Master Protein	ENST00000358056.p1	ENST00000358056.p1	0	35.875	29	6	24	5	142	16.7	5.29	37	6	1
FALSE	High	Master Protein	ENST00000261017.p1	ENST00000261017.p1	0	35.848	16	7	15	3	475	52.4	6.01	21.1	7	1
FALSE	High	Master Protein	ENST00000291572.p1	ENST00000291572.p1	0	35.847	22	8	18	8	376	43.4	8.72	15.86	8	1
FALSE	High	Master Protein	TALONT002611152.p1	TALONT002611152.p1	0	35.826	19	6	18	3	284	30.6	7.66	28.11	6	1
FALSE	High	Master Protein	ENST00000559082.p1	ENST00000559082.p1	0	35.822	23	9	20	9	261	29.5	7.72	31.07	9	1
FALSE	High	Master Protein	ENST00000480456.p1	ENST00000480456.p1	0	35.815	24	7	16	7	298	33.2	9.09	17.57	7	1
FALSE	High	Master Protein	ENST00000500692.p1	ENST00000500692.p1	0	35.809	18	6	30	5	320	36.2	7.33	23.72	6	1
FALSE	High	Master Protein	ENST00000289473.p1	ENST00000289473.p1	0	35.801	18	6	14	6	390	44.7	9.13	21.93	6	1
FALSE	High	Master Protein	ENST00000244137.p1	ENST00000244137.p1	0	35.754	16	8	15	3	493	54.5	6	18.53	8	1
FALSE	High	Master Protein	ENST00000252593.p1	ENST00000252593.p1	0	35.665	17	4	14	4	198	21.7	5.95	35.34	4	1
FALSE	High	Master Protein	ENST00000272065.p1	ENST00000272065.p1	0	35.65	32	6	19	6	164	18.6	7.59	32.18	6	1
FALSE	High	Master Protein	ENST00000261267.p1	ENST00000261267.p1	0	35.6	37	7	31	7	148	16.5	9.16	40.6	7	1
FALSE	High	Master Protein	ENST00000287263.p1	ENST00000287263.p1	0	35.58	16	9	18	9	657	71.9	9.33	20.01	9	1
FALSE	High	Master Protein	ENST00000252711.p1	ENST00000252711.p1	0	35.572	21	8	19	8	355	40.7	8.48	25.03	8	1
FALSE	High	Master Protein	ENST00000518738.p1	ENST00000518738.p1	0	35.558	27	12	19	12	382	43.9	7.46	17.62	12	1
FALSE	High	Master Protein	TALONT003847846.p1	TALONT003847846.p1	0	35.493	19	9	23	9	537	60.7	9.07	26.79	9	1
FALSE	High	Master Protein	ENST00000464845.p1	ENST00000464845.p1	0	35.45	37	8	15	8	235	26.4	5.64	7.42	8	1
FALSE	High	Master Protein	ENST00000296522.p1	ENST00000296522.p1	0	35.372	26	6	20	6	266	29	5.86	23.64	6	1
FALSE	High	Master Protein	ENST00000377390.p1	ENST00000377390.p1	0	35.351	12	6	21	6	639	68.3	8.98	40.91	6	1
FALSE	High	Master Protein	ENST00000313250.p1	ENST00000313250.p1	0	35.347	27	9	26	9	278	29.5	8.56	26.49	9	1
FALSE	High	Master Protein	ENST00000322989.p1	ENST00000322989.p1	0	35.333	43	7	35	1	130	14.8	10.13	47.59	7	1
FALSE	High	Master Protein	ENST00000366510.p1	ENST00000366510.p1	0	35.325	18	8	21	8	433	47.5	9.09	18.19	8	1
FALSE	High	Master Protein	ENST00000254436.p1	ENST00000254436.p1	0	35.313	20	10	18	10	475	54.1	6.38	16.25	10	1
FALSE	High	Master Protein	ENST00000261167.p1	ENST00000261167.p1	0	35.256	15	8	19	8	641	70	8.38	11.36	8	1
FALSE	High	Master Protein	TALONT001188286.p1	TALONT001188286.p1	0	35.245	24	8	33	2	296	33.9	9.55	46.82	8	1
FALSE	High	Master Protein	ENST00000245304.p3	ENST00000245304.p3	0	35.181	34	8	28	5	183	20.6	4.82	31.06	8	1
FALSE	High	Master Protein	ENST00000263549.p1	ENST00000263549.p1	0	35.177	13	9	13	9	701	79	8.51	8.11	9	1
FALSE	High	Master Protein	ENST00000357732.p1	ENST00000357732.p1	0	35.096	29	7	28	7	392	42.2	4.74	40.97	7	1
FALSE	High	Master Protein	ENST00000403346.p1	ENST00000403346.p1	0	35.079	15	5	14	2	426	48.1	6.74	24.12	5	1
FALSE	High	Master Protein	ENST00000293872.p1	ENST00000293872.p1	0	35.074	22	7	16	3	371	43.7	9.92	17.26	7	1
FALSE	High	Master Protein	ENST00000380749.p2	ENST00000380749.p2	0	35.073	14	3	15	3	157	17.2	10.55	33.59	3	1
FALSE	High	Master Protein	TALONT003662456.p1	TALONT003662456.p1	0	35.068	14	7	13	6	545	63.1	6.6	20.18	7	1
FALSE	High	Master Protein	ENST00000361183.p1	ENST00000361183.p1	0	34.967	27	7	31	2	294	33.9	6.55	39.6	7	1
FALSE	High	Master Protein	ENST00000259396.p1	ENST00000259396.p1	0	34.967	33	6	14	6	201	23.5	5.11	23.25	6	1
FALSE	High	Master Protein	ENST00000417647.p1	ENST00000417647.p1	0	34.959	19	12	17	12	557	65.6	6.64	11.05	12	1
FALSE	High	Master Protein	ENST00000000412.p1	ENST00000000412.p1	0	34.956	22	6	19	6	277	31	5.83	38.52	6	1
FALSE	High	Master Protein	TALONT001817620.p1	TALONT001817620.p1	0	34.906	14	7	16	5	487	52.1	8.46	11.8	7	1
FALSE	High	Master Protein	TALONT003121587.p1	TALONT003121587.p1	0	34.904	26	8	18	8	367	39.8	5.3	21.53	8	1
FALSE	High	Master Protein	ENST00000356116.p1	ENST00000356116.p1	0	34.899	13	10	21	10	739	82.2	7.39	18.06	10	1
FALSE	High	Master Protein	ENST00000368845.p1	ENST00000368845.p1	0	34.892	20	10	20	10	439	48.5	7.03	11.95	10	1
FALSE	High	Master Protein	TALONT002876927.p1	TALONT002876927.p1	0	34.874	20	11	15	11	784	84.2	6.71	5.07	11	1
FALSE	High	Master Protein	ENST00000259727.p1	ENST00000259727.p1	0	34.86	23	8	16	4	345	37.4	7.06	23.13	8	1
FALSE	High	Master Protein	ENST00000325974.p1	ENST00000325974.p1	0	34.858	15	7	12	7	482	55.8	6.48	15.5	7	1
FALSE	High	Master Protein	ENST00000534313.p1	ENST00000534313.p1	0	34.852	10	10	19	10	1042	112.1	6.6	17.4	10	1
FALSE	High	Master Protein	ENST00000196061.p1	ENST00000196061.p1	0	34.85	17	12	15	12	727	83.5	6.95	13.73	12	1
FALSE	High	Master Protein	ENST00000593729.p1	ENST00000593729.p1	0	34.841	44	6	18	6	118	13.2	10.4	25.97	6	1
FALSE	High	Master Protein	ENST00000409040.p1	ENST00000409040.p1	0	34.832	34	7	9	7	172	18.4	9.42	22.18	7	1
FALSE	High	Master Protein	TALONT002396896.p1	TALONT002396896.p1	0	34.829	18	4	11	4	235	27.3	7.05	19.31	4	1
FALSE	High	Master Protein	ENST00000262948.p1	ENST00000262948.p1	0	34.797	17	8	13	6	400	44.4	6.55	18.27	8	1
FALSE	High	Master Protein	TALONT003744484.p1	TALONT003744484.p1	0	34.777	25	8	16	7	268	31	8.66	19.61	8	1
FALSE	High	Master Protein	ENST00000367755.p1	ENST00000367755.p1	0	34.768	16	10	20	9	559	63.1	8.59	15.02	10	1
FALSE	High	Master Protein	TALONT003603586.p1	TALONT003603586.p1	0	34.743	20	7	11	7	427	46.2	6.81	12.28	7	1
FALSE	High	Master Protein	ENST00000298299.p1	ENST00000298299.p1	0	34.726	32	6	11	6	224	25.9	10.04	16.5	6	1
FALSE	High	Master Protein	TALONT000400324.p2	TALONT000400324.p2	0	34.724	44	5	23	5	112	12.8	7.14	35.52	5	1
FALSE	High	Master Protein	ENST00000308259.p1	ENST00000308259.p1	0	34.69	35	8	14	8	185	20	7.15	17.01	8	1
FALSE	High	Master Protein	ENST00000371464.p1	ENST00000371464.p1	0	34.63	19	5	22	5	228	25.9	8.62	33.38	5	1
FALSE	High	Master Protein	TALONT002497835.p1	TALONT002497835.p1	0	34.516	43	5	19	5	135	15.6	5.58	40.09	5	1
FALSE	High	Master Protein	ENST00000216774.p1	ENST00000216774.p1	0	34.453	16	9	14	9	504	55.7	8.75	20.34	9	1
FALSE	High	Master Protein	TALONT001983947.p1	TALONT001983947.p1	0	34.403	22	5	12	5	108	12	5.45	31.71	5	1
FALSE	High	Master Protein	ENST00000307741.p1	ENST00000307741.p1	0	34.392	14	8	16	8	679	77.8	6.05	13.39	8	1
FALSE	High	Master Protein	ENST00000349736.p1	ENST00000349736.p1	0	34.382	20	6	17	6	397	45.5	9.04	25.61	6	1
FALSE	High	Master Protein	TALONT003635286.p1	TALONT003635286.p1	0	34.376	22	8	34	8	294	32.7	5.31	24.06	8	1
FALSE	High	Master Protein	ENST00000307102.p1	ENST00000307102.p1	0	34.365	15	6	13	4	393	43.4	6.62	24.92	6	1
FALSE	High	Master Protein	ENST00000230640.p1	ENST00000230640.p1	0	34.318	10	10	18	10	1042	117.7	6.52	5.6	10	1
FALSE	High	Master Protein	TALONT000459146.p1	TALONT000459146.p1	0	34.311	12	4	12	4	277	30.6	10.42	18.5	4	1
FALSE	High	Master Protein	ENST00000244043.p1	ENST00000244043.p1	0	34.303	15	7	20	7	500	57.1	7.31	17.34	7	1
FALSE	High	Master Protein	ENST00000394903.p1	ENST00000394903.p1	0	34.293	16	9	15	9	459	51.1	9.55	12.84	9	1
FALSE	High	Master Protein	ENST00000338435.p1	ENST00000338435.p1	0	34.292	18	9	19	9	598	65.4	7.88	28.46	9	1
FALSE	High	Master Protein	ENST00000394391.p1	ENST00000394391.p1	0	34.278	25	6	12	6	312	33.6	5.62	16.98	6	1
FALSE	High	Master Protein	ENST00000371142.p1	ENST00000371142.p1	0	34.253	14	8	16	8	589	67.8	7.21	12.28	8	1
FALSE	High	Master Protein	ENST00000369306.p1	ENST00000369306.p1	0	34.24	25	8	13	8	259	28.4	9.85	16.4	8	1
FALSE	High	Master Protein	ENST00000602748.p1	ENST00000602748.p1	0	34.215	11	8	14	8	776	89.6	8	6.6	8	1
FALSE	High	Master Protein	ENST00000223369.p1	ENST00000223369.p1	0	34.197	42	9	15	9	198	22.4	6.92	22.11	9	1
FALSE	High	Master Protein	ENST00000594239.p1	ENST00000594239.p1	0	34.193	22	7	10	7	419	48.2	5.71	10.72	7	1
FALSE	High	Master Protein	ENST00000394334.p1	ENST00000394334.p1	0	34.181	19	7	14	2	416	46.5	5.29	26.17	7	1
FALSE	High	Master Protein	ENST00000325167.p1	ENST00000325167.p1	0	34.172	23	4	13	4	201	23.5	5.31	25.83	4	1
FALSE	High	Master Protein	ENST00000263780.p2	ENST00000263780.p2	0	34.154	27	7	16	6	213	23.9	8.76	20.31	7	1
FALSE	High	Master Protein	TALONT002465766.p1	TALONT002465766.p1	0	34.135	30	8	27	8	249	27.7	6.35	33.52	8	1
FALSE	High	Master Protein	TALONT002921089.p1	TALONT002921089.p1	0	34.135	20	10	20	10	545	62.1	8.73	10.29	10	1
FALSE	High	Master Protein	TALONT003490333.p1	TALONT003490333.p1	0	34.122	20	6	17	6	356	38.4	6.87	24.88	6	1
FALSE	High	Master Protein	TALONT002689903.p1	TALONT002689903.p1	0	34.112	15	7	21	7	437	49	5.71	26.45	7	1
FALSE	High	Master Protein	ENST00000367941.p1	ENST00000367941.p1	0	34.101	25	7	33	7	261	29.8	5.55	59.94	7	1
FALSE	High	Master Protein	TALONT001987611.p1	TALONT001987611.p1	0	34.086	6	2	60	2	279	31.5	5.1	91.29	2	1
FALSE	High	Master Protein	ENST00000238721.p1	ENST00000238721.p1	0	34.067	20	7	15	7	332	35.5	7.17	12.04	7	1
FALSE	High	Master Protein	ENST00000331320.p1	ENST00000331320.p1	0	34.058	17	11	16	9	715	80.7	9.26	8.39	11	1
FALSE	High	Master Protein	TALONT000549576.p1	TALONT000549576.p1	0	34.033	23	5	14	5	226	25.9	5.91	17.56	5	1
FALSE	High	Master Protein	ENST00000578552.p1	ENST00000578552.p1	0	34.021	12	6	10	6	487	55.1	6.61	18.59	6	1
FALSE	High	Master Protein	TALONT000677597.p1	TALONT000677597.p1	0	34.019	16	7	12	7	464	51.9	8.43	24.45	7	1
FALSE	High	Master Protein	ENST00000292432.p1	ENST00000292432.p1	0	34.012	11	10	23	9	923	99	5.4	18.24	10	1
FALSE	High	Master Protein	TALONT002188312.p1	TALONT002188312.p1	0	34.001	17	9	14	9	672	75.2	5.66	11.02	9	1
FALSE	High	Master Protein	ENST00000377577.p1	ENST00000377577.p1	0	33.948	18	11	19	11	559	63.2	8.4	18.13	11	1
FALSE	High	Master Protein	ENST00000219302.p1	ENST00000219302.p1	0	33.838	25	6	15	6	234	25.3	9.48	13.97	6	1
FALSE	High	Master Protein	ENST00000355237.p1	ENST00000355237.p1	0	33.833	18	10	19	10	522	59.1	6.09	29.03	10	1
FALSE	High	Master Protein	ENST00000589123.p1	ENST00000589123.p1	0	33.807	15	7	12	6	499	54.6	8.46	18.93	7	1
FALSE	High	Master Protein	ENST00000367249.p1	ENST00000367249.p1	0	33.795	21	7	20	7	305	34.1	9.38	34.98	7	1
FALSE	High	Master Protein	ENST00000496406.p1	ENST00000496406.p1	0	33.766	21	8	13	8	508	54.6	9	14.59	8	1
