Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Protein Groups
FALSE	High	Master Protein	TALONT001354191.p1	TALONT001354191.p1	0	38.484	22	7	18	7	314	33.8	5.14	35.46	7	1
FALSE	High	Master Protein	ENST00000445902.p1	ENST00000445902.p1	0	38.461	18	11	16	11	723	82.2	5.99	18.67	11	1
FALSE	High	Master Protein	ENST00000234038.p1	ENST00000234038.p1	0	38.446	28	11	33	11	360	41.5	4.91	36.68	11	1
FALSE	High	Master Protein	ENST00000309522.p1	ENST00000309522.p1	0	38.443	32	10	29	10	314	34.3	8.85	42.25	10	1
FALSE	High	Master Protein	ENST00000380445.p1	ENST00000380445.p1	0	38.419	12	8	19	8	766	86.3	6.84	25.92	8	1
FALSE	High	Master Protein	ENST00000261017.p1	ENST00000261017.p1	0	38.406	16	7	18	4	475	52.4	6.01	29.42	7	1
FALSE	High	Master Protein	TALONT000434715.p1	TALONT000434715.p1	0	38.398	33	6	111	6	214	23	8.84	158.22	6	1
FALSE	High	Master Protein	TALONT000826123.p1	TALONT000826123.p1	0	38.383	12	8	20	8	712	81.6	6.54	29.82	8	1
FALSE	High	Master Protein	ENST00000263080.p1	ENST00000263080.p1	0	38.373	21	8	18	8	313	35.7	6.52	26.81	8	1
FALSE	High	Master Protein	ENST00000599630.p1	ENST00000599630.p1	0	38.359	22	6	29	6	189	20.4	5.3	56.94	6	1
FALSE	High	Master Protein	ENST00000265753.p1	ENST00000265753.p1	0	38.342	28	7	32	7	294	32.5	9.23	65.65	7	1
FALSE	High	Master Protein	TALONT000549576.p1	TALONT000549576.p1	0	38.312	18	4	23	4	226	25.9	5.91	38.52	4	1
FALSE	High	Master Protein	ENST00000280154.p1	ENST00000280154.p1	0	38.295	25	11	23	11	469	51.7	5.21	38.4	11	1
FALSE	High	Master Protein	ENST00000449291.p1	ENST00000449291.p1	0	38.245	18	9	37	9	514	55	5.99	44.26	9	1
FALSE	High	Master Protein	ENST00000399409.p1	ENST00000399409.p1	0	38.22	26	14	24	14	567	65	5.67	15.49	14	1
FALSE	High	Master Protein	ENST00000381346.p1	ENST00000381346.p1	0	38.219	25	9	18	9	318	35.4	8.82	27.36	9	1
FALSE	High	Master Protein	ENST00000321757.p1	ENST00000321757.p1	0	38.182	27	8	22	8	334	37.5	7.36	33.43	8	1
FALSE	High	Master Protein	ENST00000642017.p1	ENST00000642017.p1	0	38.181	31	8	15	8	261	30	7.06	21.98	8	1
FALSE	High	Master Protein	ENST00000613358.p2	ENST00000613358.p2	0	38.174	36	9	25	8	247	26.2	5.31	41.78	9	1
FALSE	High	Master Protein	ENST00000342679.p1	ENST00000342679.p1	0	38.169	24	9	16	7	347	39.3	7.43	21.29	9	1
FALSE	High	Master Protein	ENST00000358406.p1	ENST00000358406.p1	0	38.164	27	4	20	4	226	25.5	8.41	44.73	4	1
FALSE	High	Master Protein	ENST00000392708.p1	ENST00000392708.p1	0	38.16	13	10	23	9	705	80.5	8.07	25.63	10	1
FALSE	High	Master Protein	ENST00000291565.p1	ENST00000291565.p1	0	38.157	19	6	22	6	312	35.1	6.13	38.4	6	1
FALSE	High	Master Protein	ENST00000314574.p1	ENST00000314574.p1	0	38.149	22	12	24	7	543	60.8	6.74	40.76	12	1
FALSE	High	Master Protein	ENST00000560055.p1	ENST00000560055.p1	0	38.129	35	9	27	9	170	19.1	11.46	29.52	9	1
FALSE	High	Master Protein	ENST00000337714.p1	ENST00000337714.p1	0	38.12	19	11	14	11	903	97.3	4.94	19.81	11	1
FALSE	High	Master Protein	ENST00000268220.p1	ENST00000268220.p1	0	38.12	29	6	13	6	179	20.6	9.48	20.79	6	1
FALSE	High	Master Protein	ENST00000519065.p1	ENST00000519065.p1	0	38.105	14	7	20	2	488	55.3	5.91	35.33	7	1
FALSE	High	Master Protein	ENST00000621676.p1	ENST00000621676.p1	0	38.067	16	12	18	12	941	107.7	7.05	23.53	12	1
FALSE	High	Master Protein	ENST00000351018.p1	ENST00000351018.p1	0	38.032	42	10	20	9	235	25.5	8.06	30.25	10	1
FALSE	High	Master Protein	ENST00000419617.p1	ENST00000419617.p1	0	37.996	19	7	15	5	491	56.3	5.24	20.95	7	1
FALSE	High	Master Protein	TALONT002465766.p1	TALONT002465766.p1	0	37.978	30	8	27	8	249	27.7	6.35	49.78	8	1
FALSE	High	Master Protein	TALONT000337812.p1	TALONT000337812.p1	0	37.927	30	10	19	10	194	22.1	10.1	36.18	10	1
FALSE	High	Master Protein	ENST00000371620.p1	ENST00000371620.p1	0	37.904	34	7	16	7	204	21.6	5.48	37.66	7	1
FALSE	High	Master Protein	ENST00000304636.p1	ENST00000304636.p1	0	37.871	7	9	17	9	1466	138.5	6.61	29.89	9	1
FALSE	High	Master Protein	ENST00000278823.p1	ENST00000278823.p1	0	37.864	18	10	17	9	668	75	9.66	19.39	10	1
FALSE	High	Master Protein	ENST00000589037.p1	ENST00000589037.p1	0	37.861	49	8	21	7	136	15.8	10.56	37.73	8	1
FALSE	High	Master Protein	ENST00000280346.p1	ENST00000280346.p1	0	37.837	14	11	37	11	647	69	7.84	44.07	11	1
FALSE	High	Master Protein	ENST00000313028.p1	ENST00000313028.p1	0	37.806	13	11	16	11	1025	109.9	4.97	18.1	11	1
FALSE	High	Master Protein	ENST00000449058.p1	ENST00000449058.p1	0	37.799	16	6	13	6	459	50.2	4.74	30.45	6	1
FALSE	High	Master Protein	ENST00000260506.p1	ENST00000260506.p1	0	37.792	20	11	13	11	551	64	6.19	11.93	11	1
FALSE	High	Master Protein	ENST00000634349.p1	ENST00000634349.p1	0	37.784	17	11	15	11	707	80.6	6.79	12.27	11	1
FALSE	High	Master Protein	TALONT002758869.p1	TALONT002758869.p1	0	37.778	55	8	42	5	230	25.5	6.33	64.4	8	1
FALSE	High	Master Protein	ENST00000323544.p1	ENST00000323544.p1	0	37.735	24	11	13	11	490	53.3	5.43	20.49	11	1
FALSE	High	Master Protein	TALONT001445538.p1	TALONT001445538.p1	0	37.729	43	7	36	6	167	19	8.57	68.24	7	1
FALSE	High	Master Protein	TALONT002722806.p1	TALONT002722806.p1	0	37.729	17	11	15	11	616	71.1	5.8	15.58	11	1
FALSE	High	Master Protein	ENST00000367063.p1	ENST00000367063.p1	0	37.729	27	11	35	11	444	49.3	8.82	42.36	11	1
FALSE	High	Master Protein	TALONT001662083.p1	TALONT001662083.p1	0	37.714	15	9	17	1	421	47.8	6.28	25.79	9	1
FALSE	High	Master Protein	ENST00000261813.p2	ENST00000261813.p2	0	37.702	49	8	26	8	122	14.2	6.81	37.86	8	1
FALSE	High	Master Protein	ENST00000290921.p1	ENST00000290921.p1	0	37.698	25	11	18	8	440	47.5	6.77	32.9	11	1
FALSE	High	Master Protein	ENST00000651386.p1	ENST00000651386.p1	0	37.694	31	12	39	11	322	34.9	6.44	39.98	12	1
FALSE	High	Master Protein	ENST00000343625.p1	ENST00000343625.p1	0	37.693	10	8	14	8	1011	111.8	8.75	20.94	8	1
FALSE	High	Master Protein	ENST00000378842.p1	ENST00000378842.p1	0	37.684	25	8	12	8	379	43.3	6.99	23.04	8	1
FALSE	High	Master Protein	ENST00000418370.p2	ENST00000418370.p2	0	37.679	38	7	32	7	154	17	4.27	47.05	7	1
FALSE	High	Master Protein	ENST00000375980.p1	ENST00000375980.p1	0	37.649	43	12	24	10	240	26.7	5.2	29.06	12	1
FALSE	High	Master Protein	ENST00000034275.p1	ENST00000034275.p1	0	37.647	28	8	13	8	500	53.5	4.83	19.21	8	1
FALSE	High	Master Protein	ENST00000263097.p1	ENST00000263097.p1	0	37.638	31	8	34	7	309	33.7	7.33	53.36	8	1
FALSE	High	Master Protein	ENST00000532820.p1	ENST00000532820.p1	0	37.631	11	10	18	10	779	85.9	5.81	32.41	10	1
FALSE	High	Master Protein	ENST00000293760.p1	ENST00000293760.p1	0	37.628	23	11	23	11	507	57.3	9	31.12	11	1
FALSE	High	Master Protein	ENST00000263212.p1	ENST00000263212.p1	0	37.578	22	8	30	8	454	49.8	5.1	55.63	8	1
FALSE	High	Master Protein	ENST00000360957.p1	ENST00000360957.p1	0	37.57	17	11	18	11	828	89	6.81	22.89	11	1
FALSE	High	Master Protein	ENST00000263168.p1	ENST00000263168.p1	0	37.559	34	8	26	6	290	33.4	5.71	46.93	8	1
FALSE	High	Master Protein	TALONT002144563.p1	TALONT002144563.p1	0	37.493	23	8	27	8	205	24.4	11.5	53.43	8	1
FALSE	High	Master Protein	ENST00000368356.p1	ENST00000368356.p1	0	37.462	21	9	22	6	419	48.2	6.15	32.2	9	1
FALSE	High	Master Protein	TALONT003121587.p1	TALONT003121587.p1	0	37.405	23	7	24	7	367	39.8	5.3	34.61	7	1
FALSE	High	Master Protein	ENST00000361891.p1	ENST00000361891.p1	0	37.4	15	6	26	6	390	43	5.26	40.26	6	1
FALSE	High	Master Protein	ENST00000311180.p1	ENST00000311180.p1	0	37.399	16	9	18	9	609	67.3	6.57	21.71	9	1
FALSE	High	Master Protein	TALONT001058116.p1	TALONT001058116.p1	0	37.397	34	6	17	1	166	18.9	4.73	30.1	6	1
FALSE	High	Master Protein	ENST00000372627.p2	ENST00000372627.p2	0	37.376	38	7	16	7	200	22.5	4.92	30.46	7	1
FALSE	High	Master Protein	ENST00000333762.p1	ENST00000333762.p1	0	37.365	18	7	23	7	341	35.5	11.65	48.25	7	1
FALSE	High	Master Protein	TALONT000501192.p1	TALONT000501192.p1	0	37.312	24	7	35	7	293	31.3	10.24	51.66	7	1
FALSE	High	Master Protein	ENST00000492810.p1	ENST00000492810.p1	0	37.241	46	7	18	7	154	17.7	9.38	32.71	7	1
FALSE	High	Master Protein	TALONT001309730.p1	TALONT001309730.p1	0	37.219	21	6	17	6	308	33.1	8.06	23.62	6	1
FALSE	High	Master Protein	TALONT002905413.p1	TALONT002905413.p1	0	37.206	36	6	24	6	214	23.7	7.68	36.76	6	1
FALSE	High	Master Protein	ENST00000251607.p1	ENST00000251607.p1	0	37.194	19	7	15	7	434	50.1	8.1	32.32	7	1
FALSE	High	Master Protein	TALONT003076455.p1	TALONT003076455.p1	0	37.191	58	10	24	10	141	15.6	9.06	36.2	10	1
FALSE	High	Master Protein	ENST00000368463.p1	ENST00000368463.p1	0	37.154	17	13	29	13	731	80.6	5.33	43.38	13	1
FALSE	High	Master Protein	ENST00000382125.p1	ENST00000382125.p1	0	37.146	30	8	17	8	387	43.6	5.06	19.22	8	1
FALSE	High	Master Protein	ENST00000289473.p1	ENST00000289473.p1	0	37.129	32	10	16	10	390	44.7	9.13	12.55	10	1
FALSE	High	Master Protein	TALONT002731448.p1	TALONT002731448.p1	0	37.084	18	7	16	7	476	50.3	7.37	31.28	7	1
FALSE	High	Master Protein	ENST00000244573.p1	ENST00000244573.p1	0	37.06	21	6	49	1	215	21.8	10.99	111.06	6	1
FALSE	High	Master Protein	TALONT001033478.p1	TALONT001033478.p1	0	37.012	14	11	34	11	537	59	5.83	39.18	11	1
FALSE	High	Master Protein	ENST00000291439.p1	ENST00000291439.p1	0	36.991	22	8	24	5	423	48.6	7.3	35.45	8	1
FALSE	High	Master Protein	ENST00000366645.p1	ENST00000366645.p1	0	36.94	15	11	27	11	725	81.7	5.49	39.73	11	1
FALSE	High	Master Protein	ENST00000368655.p1	ENST00000368655.p1	0	36.876	19	11	16	11	593	65.2	9.7	20.63	11	1
FALSE	High	Master Protein	TALONT002990488.p1	TALONT002990488.p1	0	36.852	36	12	12	12	421	51.1	5.71	22.68	12	1
FALSE	High	Master Protein	ENST00000262288.p1	ENST00000262288.p1	0	36.819	17	8	17	8	452	50.8	5.81	35.44	8	1
FALSE	High	Master Protein	ENST00000621999.p1	ENST00000621999.p1	0	36.813	10	5	14	5	356	40	7.91	29.3	5	1
FALSE	High	Master Protein	ENST00000332160.p1	ENST00000332160.p1	0	36.712	33	6	24	6	244	28.3	8.38	26.81	6	1
FALSE	High	Master Protein	ENST00000233057.p1	ENST00000233057.p1	0	36.693	13	9	25	9	551	62.1	8.4	22.25	9	1
FALSE	High	Master Protein	TALONT001509478.p1	TALONT001509478.p1	0	36.632	22	10	14	10	378	43.2	6.67	11.45	10	1
FALSE	High	Master Protein	ENST00000366812.p1	ENST00000366812.p1	0	36.533	23	8	15	8	528	60.6	5.06	13.81	8	1
FALSE	High	Master Protein	ENST00000260508.p1	ENST00000260508.p1	0	36.522	19	7	17	7	454	51.4	8.19	23.16	7	1
FALSE	High	Master Protein	ENST00000368984.p1	ENST00000368984.p1	0	36.516	14	8	14	8	480	51.3	7.83	17.26	8	1
FALSE	High	Master Protein	ENST00000515010.p1	ENST00000515010.p1	0	36.509	17	10	12	10	783	85.3	6.48	14.25	10	1
FALSE	High	Master Protein	TALONT002363199.p1	TALONT002363199.p1	0	36.46	14	12	17	12	810	91.2	5.22	20.85	12	1
FALSE	High	Master Protein	ENST00000307194.p1	ENST00000307194.p1	0	36.455	19	8	16	8	334	37.2	9.17	25.96	8	1
FALSE	High	Master Protein	TALONT001982774.p1	TALONT001982774.p1	0	36.451	26	5	42	5	170	19.4	10.15	71.98	5	1
FALSE	High	Master Protein	ENST00000374050.p2	ENST00000374050.p2	0	36.45	46	5	14	5	118	13.7	8.79	30.06	5	1
FALSE	High	Master Protein	ENST00000367103.p1	ENST00000367103.p1	0	36.437	18	10	14	8	400	45.5	8.68	25.71	10	1
FALSE	High	Master Protein	ENST00000546392.p1	ENST00000546392.p1	0	36.404	22	4	13	4	255	27.6	4.82	24.24	4	1
FALSE	High	Master Protein	ENST00000265686.p1	ENST00000265686.p1	0	36.35	12	9	24	9	830	92.9	7.12	25.36	9	1
FALSE	High	Master Protein	ENST00000395699.p1	ENST00000395699.p1	0	36.307	33	11	19	10	312	33.2	5.43	26.35	11	1
FALSE	High	Master Protein	TALONT002242279.p1	TALONT002242279.p1	0	36.282	28	8	16	7	332	36.4	5.27	19.23	8	1
FALSE	High	Master Protein	ENST00000263904.p1	ENST00000263904.p1	0	36.248	18	9	13	8	525	58.1	5.07	21.88	9	1
FALSE	High	Master Protein	ENST00000331825.p1	ENST00000331825.p1	0	36.225	26	6	11	6	241	26.8	5.81	7.74	6	1
FALSE	High	Master Protein	TALONT002396896.p1	TALONT002396896.p1	0	36.218	18	4	12	4	235	27.3	7.05	22.04	4	1
FALSE	High	Master Protein	ENST00000340438.p1	ENST00000340438.p1	0	36.212	11	8	24	2	628	68.8	5.43	35.15	8	1
FALSE	High	Master Protein	ENST00000369550.p1	ENST00000369550.p1	0	36.197	15	10	15	10	514	57.6	9.42	21.49	10	1
FALSE	High	Master Protein	ENST00000323482.p1	ENST00000323482.p1	0	36.186	11	8	16	8	689	74.8	7.11	16.52	8	1
FALSE	High	Master Protein	ENST00000335793.p1	ENST00000335793.p1	0	36.18	41	10	16	10	356	38	5.19	12.59	10	1
FALSE	High	Master Protein	ENST00000380118.p1	ENST00000380118.p1	0	36.172	17	7	14	7	394	43.6	9	27.61	7	1
FALSE	High	Master Protein	ENST00000272065.p1	ENST00000272065.p1	0	36.148	32	7	16	7	164	18.6	7.59	30.99	7	1
FALSE	High	Master Protein	ENST00000394853.p1	ENST00000394853.p1	0	36.128	18	9	18	5	511	57.6	6.3	18.04	9	1
FALSE	High	Master Protein	ENST00000262948.p1	ENST00000262948.p1	0	36.105	20	9	13	6	400	44.4	6.55	16.53	9	1
FALSE	High	Master Protein	ENST00000288111.p1	ENST00000288111.p1	0	36.089	30	8	19	8	313	33.9	7.83	21.94	8	1
FALSE	High	Master Protein	ENST00000259396.p1	ENST00000259396.p1	0	36.068	34	6	19	6	201	23.5	5.11	31.11	6	1
FALSE	High	Master Protein	TALONT002728998.p1	TALONT002728998.p1	0	36.016	26	6	28	6	168	19.4	11.3	57.42	6	1
FALSE	High	Master Protein	ENST00000371244.p1	ENST00000371244.p1	0	36.015	11	5	14	2	552	62.3	7.75	21.68	5	1
FALSE	High	Master Protein	ENST00000380773.p1	ENST00000380773.p1	0	36.006	16	10	17	10	665	72.1	6.1	18.43	10	1
FALSE	High	Master Protein	ENST00000296130.p1	ENST00000296130.p1	0	35.967	40	6	27	6	202	22.5	5.67	38.38	6	1
FALSE	High	Master Protein	ENST00000262506.p1	ENST00000262506.p1	0	35.926	16	6	11	6	473	53.7	9.74	12.93	6	1
FALSE	High	Master Protein	ENST00000350028.p1	ENST00000350028.p1	0	35.919	15	6	17	6	469	51.9	6.9	32.69	6	1
FALSE	High	Master Protein	ENST00000535601.p1	ENST00000535601.p1	0	35.862	17	11	16	11	755	85.8	4.4	14.28	11	1
FALSE	High	Master Protein	ENST00000644032.p1	ENST00000644032.p1	0	35.799	12	13	22	13	1098	124.8	9.11	16.54	13	1
FALSE	High	Master Protein	ENST00000435819.p1	ENST00000435819.p1	0	35.779	15	7	22	7	472	53	7.96	32.51	7	1
FALSE	High	Master Protein	ENST00000014930.p1	ENST00000014930.p1	0	35.77	32	9	19	9	239	26.4	8.88	42.57	9	1
FALSE	High	Master Protein	TALONT002456082.p1	TALONT002456082.p1	0	35.766	21	8	19	8	438	46.7	8.29	24.68	8	1
FALSE	High	Master Protein	TALONT002164842.p1	TALONT002164842.p1	0	35.738	32	7	19	7	215	23.9	8.43	27.55	7	1
FALSE	High	Master Protein	ENST00000571133.p1	ENST00000571133.p1	0	35.737	18	11	14	11	500	56	10.18	3.67	11	1
FALSE	High	Master Protein	TALONT001111842.p1	TALONT001111842.p1	0	35.721	31	7	14	7	214	24.1	9.23	27.35	7	1
FALSE	High	Master Protein	ENST00000417582.p1	ENST00000417582.p1	0	35.716	35	7	13	7	217	24.2	9.64	16.83	7	1
FALSE	High	Master Protein	ENST00000325167.p1	ENST00000325167.p1	0	35.692	27	5	18	5	201	23.5	5.31	30.54	5	1
FALSE	High	Master Protein	TALONT001905796.p1	TALONT001905796.p1	0	35.664	21	9	16	9	517	60.8	6.38	17.31	9	1
FALSE	High	Master Protein	TALONT002689903.p1	TALONT002689903.p1	0	35.62	14	7	22	7	437	49	5.71	33.25	7	1
FALSE	High	Master Protein	ENST00000457167.p1	ENST00000457167.p1	0	35.617	20	11	16	11	494	56.4	6.96	13.82	11	1
FALSE	High	Master Protein	ENST00000377577.p1	ENST00000377577.p1	0	35.596	18	12	22	12	559	63.2	8.4	22.25	12	1
FALSE	High	Master Protein	ENST00000512944.p1	ENST00000512944.p1	0	35.58	8	7	10	7	745	85.5	6.29	19.79	7	1
FALSE	High	Master Protein	TALONT001409061.p1	TALONT001409061.p1	0	35.56	19	6	15	5	355	39.7	5	16.79	6	1
FALSE	High	Master Protein	ENST00000225603.p1	ENST00000225603.p1	0	35.541	19	6	17	6	267	29.8	5.58	30.79	6	1
FALSE	High	Master Protein	ENST00000474315.p1	ENST00000474315.p1	0	35.54	21	8	23	8	387	42.4	8.46	31.33	8	1
FALSE	High	Master Protein	ENST00000222308.p1	ENST00000222308.p1	0	35.528	20	7	19	1	433	46.7	4.92	19.18	7	1
FALSE	High	Master Protein	ENST00000246337.p1	ENST00000246337.p1	0	35.479	20	8	17	8	371	41.3	6.3	19.64	8	1
FALSE	High	Master Protein	ENST00000597595.p1	ENST00000597595.p1	0	35.474	31	6	22	5	142	16.8	5.26	26.58	6	1
FALSE	High	Master Protein	TALONT001705734.p2	TALONT001705734.p2	0	35.463	51	8	21	8	134	15.2	10.1	33.39	8	1
FALSE	High	Master Protein	ENST00000381946.p1	ENST00000381946.p1	0	35.434	5	6	49	1	1039	115.4	6.55	75.91	6	1
FALSE	High	Master Protein	ENST00000380815.p1	ENST00000380815.p1	0	35.418	29	10	16	10	372	41.9	7.31	26	10	1
FALSE	High	Master Protein	ENST00000394479.p1	ENST00000394479.p1	0	35.404	16	9	11	8	587	65.2	6.2	17.7	9	1
FALSE	High	Master Protein	ENST00000608443.p1	ENST00000608443.p1	0	35.386	20	7	18	1	450	48.6	5.05	20.95	7	1
FALSE	High	Master Protein	ENST00000310078.p1	ENST00000310078.p1	0	35.385	17	7	14	6	562	58.2	8.63	21.47	7	1
FALSE	High	Master Protein	ENST00000263574.p1	ENST00000263574.p1	0	35.38	12	10	16	9	763	86.9	4.79	10.41	10	1
FALSE	High	Master Protein	ENST00000263849.p1	ENST00000263849.p1	0	35.3	32	11	22	11	325	35.1	9.82	17.99	11	1
FALSE	High	Master Protein	ENST00000650182.p1	ENST00000650182.p1	0	35.284	26	9	12	9	360	41.9	9.04	15.43	9	1
FALSE	High	Master Protein	ENST00000233710.p1	ENST00000233710.p1	0	35.233	23	9	16	9	430	47.6	7.8	14.59	9	1
FALSE	High	Master Protein	ENST00000256722.p1	ENST00000256722.p1	0	35.23	17	7	15	7	449	49.4	7.01	26.13	7	1
FALSE	High	Master Protein	TALONT002421623.p1	TALONT002421623.p1	0	35.176	35	7	83	5	208	22.8	5.73	130.41	7	1
FALSE	High	Master Protein	TALONT000369592.p1	TALONT000369592.p1	0	35.169	33	7	12	7	231	24.9	7.62	18.91	7	1
FALSE	High	Master Protein	ENST00000368378.p1	ENST00000368378.p1	0	35.166	10	9	18	8	956	104.1	4.65	18.07	9	1
FALSE	High	Master Protein	ENST00000536226.p1	ENST00000536226.p1	0	35.149	15	10	15	10	687	83.1	6.76	14.19	10	1
FALSE	High	Master Protein	TALONT002542473.p1	TALONT002542473.p1	0	35.093	22	11	16	11	765	83.9	5.83	14.24	11	1
FALSE	High	Master Protein	TALONT001983947.p1	TALONT001983947.p1	0	35.084	22	5	12	5	108	12	5.45	38.33	5	1
FALSE	High	Master Protein	TALONT001737932.p1	TALONT001737932.p1	0	35.08	31	7	22	4	282	31.8	6.79	40.57	7	1
FALSE	High	Master Protein	ENST00000486715.p1	ENST00000486715.p1	0	35.045	14	12	20	12	751	83.4	7.01	23.38	12	1
FALSE	High	Master Protein	ENST00000356341.p1	ENST00000356341.p1	0	35.017	20	9	18	7	545	60.6	5.76	22.61	9	1
FALSE	High	Master Protein	ENST00000321348.p1	ENST00000321348.p1	0	34.997	19	6	27	6	284	31.4	8.76	30.01	6	1
FALSE	High	Master Protein	ENST00000507704.p1	ENST00000507704.p1	0	34.997	29	8	16	1	288	33.5	5.11	24.64	8	1
FALSE	High	Master Protein	ENST00000253329.p1	ENST00000253329.p1	0	34.99	21	9	16	9	492	57.2	5.92	18.34	9	1
FALSE	High	Master Protein	ENST00000422453.p2	ENST00000422453.p2	0	34.976	35	5	15	5	177	19.5	7.71	19.87	5	1
FALSE	High	Master Protein	TALONT001188286.p1	TALONT001188286.p1	0	34.87	24	8	27	2	296	33.9	9.55	47.83	8	1
FALSE	High	Master Protein	ENST00000239891.p1	ENST00000239891.p1	0	34.87	19	8	17	8	337	38.4	9.44	19.79	8	1
FALSE	High	Master Protein	ENST00000223061.p1	ENST00000223061.p1	0	34.865	20	8	18	8	449	47.9	7.43	20.2	8	1
FALSE	High	Master Protein	ENST00000219302.p1	ENST00000219302.p1	0	34.855	25	6	17	6	234	25.3	9.48	25.25	6	1
FALSE	High	Master Protein	ENST00000298510.p1	ENST00000298510.p1	0	34.855	32	9	26	9	263	28.5	8.25	41.45	9	1
FALSE	High	Master Protein	ENST00000645699.p1	ENST00000645699.p1	0	34.794	12	9	16	9	727	82.7	6.96	18.89	9	1
FALSE	High	Master Protein	ENST00000377252.p1	ENST00000377252.p1	0	34.793	15	8	17	8	529	59.5	6.46	18.35	8	1
FALSE	High	Master Protein	ENST00000355754.p1	ENST00000355754.p1	0	34.665	14	9	13	9	640	73.1	6.02	15.42	9	1
FALSE	High	Master Protein	ENST00000593256.p1	ENST00000593256.p1	0	34.657	17	4	22	4	250	27.6	9.16	33.92	4	1
FALSE	High	Master Protein	ENST00000217244.p1	ENST00000217244.p1	0	34.65	27	8	16	8	391	45.1	7.74	20.54	8	1
FALSE	High	Master Protein	ENST00000304043.p1	ENST00000304043.p1	0	34.602	38	5	25	5	143	15.7	6.73	40.66	5	1
FALSE	High	Master Protein	ENST00000361436.p1	ENST00000361436.p1	0	34.595	45	5	30	5	165	17.8	9.42	48.07	5	1
FALSE	High	Master Protein	ENST00000361143.p1	ENST00000361143.p1	0	34.573	23	4	15	4	253	26.8	7.28	42.02	4	1
FALSE	High	Master Protein	ENST00000406246.p1	ENST00000406246.p1	0	34.545	21	11	22	11	551	60.2	5.68	15.04	11	1
FALSE	High	Master Protein	ENST00000413393.p1	ENST00000413393.p1	0	34.527	38	11	14	9	357	39.7	5.59	14.28	11	1
FALSE	High	Master Protein	ENST00000351797.p1	ENST00000351797.p1	0	34.524	20	8	12	8	505	55.4	4.88	17.25	8	1
FALSE	High	Master Protein	ENST00000355797.p1	ENST00000355797.p1	0	34.522	39	6	12	4	207	21.7	4.31	18.1	6	1
FALSE	High	Master Protein	ENST00000215730.p1	ENST00000215730.p1	0	34.48	37	7	15	7	258	29	5.81	22.75	7	1
FALSE	High	Master Protein	ENST00000371873.p1	ENST00000371873.p1	0	34.48	26	9	25	9	277	30.8	9.07	27.63	9	1
FALSE	High	Master Protein	ENST00000322776.p1	ENST00000322776.p1	0	34.458	19	8	18	8	464	50.8	8.21	34.35	8	1
FALSE	High	Master Protein	ENST00000531967.p1	ENST00000531967.p1	0	34.4	42	11	24	11	307	33.7	8.21	23.93	11	1
FALSE	High	Master Protein	ENST00000229922.p1	ENST00000229922.p1	0	34.397	16	10	16	9	477	52.8	6.37	29.38	10	1
FALSE	High	Master Protein	ENST00000230085.p1	ENST00000230085.p1	0	34.39	42	10	28	1	201	23	9.45	30.36	10	1
FALSE	High	Master Protein	ENST00000225729.p1	ENST00000225729.p1	0	34.362	23	9	15	9	364	40.7	8.88	9.98	9	1
FALSE	High	Master Protein	ENST00000296522.p1	ENST00000296522.p1	0	34.33	26	6	21	6	266	29	5.86	36.15	6	1
FALSE	High	Master Protein	ENST00000308375.p1	ENST00000308375.p1	0	34.314	21	7	32	7	387	42.6	6.29	49.76	7	1
FALSE	High	Master Protein	ENST00000356245.p1	ENST00000356245.p1	0	34.291	16	7	22	7	466	52.1	5.52	23.19	7	1
FALSE	High	Master Protein	ENST00000272233.p1	ENST00000272233.p1	0	34.29	28	7	13	6	196	22.1	5.24	27.32	7	1
FALSE	High	Master Protein	ENST00000288642.p1	ENST00000288642.p1	0	34.271	11	7	15	7	620	70.5	8.13	29.18	7	1
FALSE	High	Master Protein	TALONT003635286.p1	TALONT003635286.p1	0	34.23	18	7	32	7	294	32.7	5.31	26.32	7	1
FALSE	High	Master Protein	ENST00000401507.p1	ENST00000401507.p1	0	34.221	13	9	13	9	706	79.9	6.68	17.14	9	1
FALSE	High	Master Protein	ENST00000376442.p1	ENST00000376442.p1	0	34.214	8	9	16	8	1041	119.2	6.8	10.48	9	1
FALSE	High	Master Protein	ENST00000322989.p1	ENST00000322989.p1	0	34.193	43	7	30	1	130	14.8	10.13	50.03	7	1
FALSE	High	Master Protein	ENST00000376236.p1	ENST00000376236.p1	0	34.15	18	10	13	10	666	73.1	5.59	11.38	10	1
FALSE	High	Master Protein	ENST00000233154.p1	ENST00000233154.p1	0	34.11	24	9	15	8	380	42.9	6.95	15.57	9	1
FALSE	High	Master Protein	ENST00000374379.p2	ENST00000374379.p2	0	34.086	34	8	22	8	253	28.8	5.59	21.36	8	1
FALSE	High	Master Protein	ENST00000322030.p1	ENST00000322030.p1	0	33.959	28	6	21	6	277	32.1	4.22	31.33	6	1
FALSE	High	Master Protein	ENST00000244043.p1	ENST00000244043.p1	0	33.891	17	9	25	9	500	57.1	7.31	15.14	9	1
FALSE	High	Master Protein	ENST00000291568.p1	ENST00000291568.p1	0	33.888	29	3	40	3	156	17.4	9.03	96.6	3	1
